ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3489	"ENSG00000087266.15"	"SH3BP2"	chr4	+	2831922	2832412	2831922	2831978	2832330	2832412	3489	6,1	12,29	33,32	29,19	427	75	7.21999802167e-08	1.95527219151e-07	0.081,0.006	0.167,0.228	-0.154
3490	"ENSG00000087266.15"	"SH3BP2"	chr4	+	2832989	2834289	2832989	2833049	2833696	2834289	3490	8,0	31,36	15,8	59,60	722	75	0.164331734297	0.22313897228	0.026,0.0	0.026,0.014	-0.007
3491	"ENSG00000204536.13"	"CCHCR1"	chr6	-	31144686	31145073	31144686	31144788	31144884	31145073	3491	12,2	46,62	30,29	27,68	171	75	6.61152496129e-06	1.52015834587e-05	0.103,0.014	0.328,0.158	-0.184
3492	"ENSG00000204536.13"	"CCHCR1"	chr6	-	31156730	31157089	31156730	31156836	31157022	31157089	3492	135,161	0,1	125,150	6,0	261	75	0.0188499612326	0.0288223630553	1.0,0.979	0.857,1.0	0.061
3493	"ENSG00000204536.13"	"CCHCR1"	chr6	-	31156730	31157089	31156730	31156944	31157022	31157089	3493	3,14	74,63	7,9	43,113	153	75	0.694086541379	0.829095284743	0.019,0.098	0.074,0.038	0.003
3494	"ENSG00000157538.13"	"DSCR3"	chr21	-	37223419	37227806	37223419	37225626	37227653	37227806	3494	18,13	59,80	149,267	35,33	2102	75	0	0.0	0.011,0.006	0.132,0.224	-0.169
3495	"ENSG00000136878.12"	"USP20"	chr9	+	129880112	129881828	129880112	129880289	129880466	129881828	3495	43,47	25,8	46,73	21,51	252	75	0.185820710917	0.249623075267	0.339,0.636	0.395,0.299	0.141
3496	"ENSG00000113108.19"	"APBB3"	chr5	-	140561586	140561849	140561586	140561701	140561843	140561849	3496	31,30	1,0	135,128	0,0	217	75	1	1.0	0.915,1.0	1.0,1.0	-0.042
3497	"ENSG00000113108.19"	"APBB3"	chr5	-	140561586	140561849	140561586	140561722	140561843	140561849	3497	31,29	0,2	125,87	0,0	196	75	0.759810853057	0.896566246345	1.0,0.847	1.0,1.0	-0.077
3498	"ENSG00000113108.19"	"APBB3"	chr5	-	140561586	140562227	140561586	140561701	140562099	140562227	3498	59,74	6,19	310,335	0,0	473	75	3.33066907388e-16	1.63453066111e-15	0.609,0.382	1.0,1.0	-0.504
3500	"ENSG00000124224.16"	"PPP4R1L"	chr20	-	58245782	58247506	58245782	58246252	58247321	58247506	3500	16,17	0,1	16,48	4,0	1144	75	0.0203060329405	0.0309651045649	1.0,0.527	0.208,1.0	0.16
3501	"ENSG00000115307.16"	"AUP1"	chr2	-	74526940	74527363	74526940	74527059	74527247	74527363	3501	59,59	290,320	220,248	342,308	263	75	0	0.0	0.055,0.05	0.155,0.187	-0.118
3502	"ENSG00000115307.16"	"AUP1"	chr2	-	74526940	74527363	74526940	74527121	74527247	74527363	3502	12,16	15,19	141,110	15,43	201	75	4.74154372437e-05	0.000101144990502	0.23,0.239	0.778,0.488	-0.399
3503	"ENSG00000115307.16"	"AUP1"	chr2	-	74528750	74529282	74528750	74528935	74529131	74529282	3503	54,44	210,220	227,314	93,195	271	75	0	0.0	0.066,0.052	0.403,0.308	-0.297
3504	"ENSG00000115307.16"	"AUP1"	chr2	-	74529131	74529499	74529131	74529282	74529361	74529499	3504	53,31	197,99	104,102	180,128	154	75	1.68780536292e-06	4.04787218395e-06	0.116,0.132	0.22,0.28	-0.126
3505	"ENSG00000077235.17"	"GTF3C1"	chr16	-	27463540	27464836	27463540	27463592	27464319	27464836	3505	16,6	46,53	259,145	7,15	802	75	0	0.0	0.032,0.01	0.776,0.475	-0.604
3506	"ENSG00000077235.17"	"GTF3C1"	chr16	-	27463540	27464836	27463540	27463592	27464394	27464836	3506	123,99	70,51	336,253	17,46	877	75	1.38281022186e-05	3.08948915358e-05	0.131,0.142	0.628,0.32	-0.337
3511	"ENSG00000101680.14"	"LAMA1"	chr18	-	7042144	7043405	7042144	7042250	7043226	7043405	3511	0,0	2,0	0,12	0,22	1051	75	1	1.0	0.0,NA	NA,0.037	-0.037
3514	"ENSG00000038358.14"	"EDC4"	chr16	+	67877508	67878275	67877508	67877656	67878165	67878275	3514	84,92	0,0	203,268	4,0	584	75	0.134723973028	0.184782961391	1.0,1.0	0.867,1.0	0.067
3515	"ENSG00000038358.14"	"EDC4"	chr16	+	67881264	67881533	67881264	67881417	67881496	67881533	3515	11,7	97,112	52,78	61,42	154	75	1.11022302463e-16	5.55275020861e-16	0.052,0.03	0.293,0.475	-0.343
3516	"ENSG00000038358.14"	"EDC4"	chr16	+	67881667	67882109	67881667	67881845	67881953	67882109	3516	47,55	72,80	125,109	80,38	183	75	5.14488051728e-06	1.19100301545e-05	0.211,0.22	0.39,0.54	-0.25
3519	"ENSG00000168591.15"	"TMUB2"	chr17	+	44188934	44189588	44188934	44189299	44189410	44189588	3519	189,200	0,0	113,130	9,0	186	75	0.000319862554515	0.00061613910104	1.0,1.0	0.835,1.0	0.083
3522	"ENSG00000010295.19"	"IFFO1"	chr12	-	6548064	6548545	6548064	6548157	6548424	6548545	3522	82,47	7,16	163,246	27,0	342	75	0.0252812717648	0.0381578661837	0.72,0.392	0.57,1.0	-0.229
3523	"ENSG00000010295.19"	"IFFO1"	chr12	-	6548064	6548545	6548064	6548160	6548424	6548545	3523	78,44	12,14	163,237	24,0	339	75	0.00266929008179	0.00458750461425	0.59,0.41	0.6,1.0	-0.3
3524	"ENSG00000127580.15"	"WDR24"	chr16	-	685868	686186	685868	685990	686067	686186	3524	17,22	16,42	21,82	8,25	152	75	4.34427110796e-06	1.00979771955e-05	0.344,0.205	0.564,0.618	-0.317
3528	"ENSG00000166987.14"	"MBD6"	chr12	+	57524028	57524416	57524028	57524092	57524279	57524416	3528	20,6	22,19	36,36	14,39	262	75	0.0280845549071	0.0421189668878	0.206,0.083	0.424,0.209	-0.172
3532	"ENSG00000107679.14"	"PLEKHA1"	chr10	+	122417899	122424263	122417899	122417968	122424198	122424263	3532	5,11	53,60	61,35	43,35	6305	75	0.0885038877811	0.124558310362	0.001,0.002	0.017,0.012	-0.013
3533	"ENSG00000032444.15"	"PNPLA6"	chr19	+	7542760	7543084	7542760	7542928	7543006	7543084	3533	5,2	18,17	0,0	0,2	153	75	1	1.0	0.12,0.055	NA,0.0	0.087
3535	"ENSG00000172638.12"	"EFEMP2"	chr11	-	65870120	65870658	65870120	65870237	65870535	65870658	3535	1,0	0,6	7,0	0,0	373	75	1	1.0	1.0,0.0	1.0,NA	-0.5
3540	"ENSG00000153187.18"	"HNRNPU"	chr1	-	244855903	244856625	244855903	244856158	244856456	244856625	3540	274,348	1726,2104	186,232	1088,1193	373	75	0.345338261556	0.445242496676	0.031,0.032	0.033,0.038	-0.004
3541	"ENSG00000153187.18"	"HNRNPU"	chr1	-	244859274	244862381	244859274	244859374	244860334	244862381	3541	171,264	1331,1426	202,197	1067,1097	1035	75	0.20859191829	0.278450532434	0.009,0.013	0.014,0.013	-0.003
3543	"ENSG00000153187.18"	"HNRNPU"	chr1	-	244860334	244862534	244860334	244860474	244862460	244862534	3543	130,121	1124,1401	1260,1592	870,750	2061	75	0	0.0	0.004,0.003	0.05,0.072	-0.057
3544	"ENSG00000160221.16"	"C21orf33"	chr21	+	44144820	44145723	44144820	44144916	44145570	44145723	3544	119,233	0,4	110,68	0,0	729	75	0.056787637612	0.0815436859748	1.0,0.857	1.0,1.0	-0.072
3547	"ENSG00000140854.12"	"KATNB1"	chr16	+	57751939	57753267	57751939	57752055	57753076	57753267	3547	151,126	1,0	316,305	0,0	1096	75	1	1.0	0.912,1.0	1.0,1.0	-0.044
3548	"ENSG00000140854.12"	"KATNB1"	chr16	+	57755789	57756066	57755789	57755917	57755991	57756066	3548	7,4	94,119	24,9	110,65	149	75	0.000152838263385	0.000306398313138	0.036,0.017	0.099,0.065	-0.056
3549	"ENSG00000156508.17"	"EEF1A1"	chr6	-	73518029	73518610	73518029	73518264	73518353	73518610	3549	455,467	395,454	473,434	305,259	164	75	0.00141836804222	0.00249962525759	0.345,0.32	0.415,0.434	-0.092
3551	"ENSG00000156508.17"	"EEF1A1"	chr6	-	73518931	73519516	73518931	73519228	73519336	73519516	3551	180,248	6677,7000	109,208	4142,3864	183	75	0.0848565714513	0.119573824336	0.011,0.014	0.011,0.022	-0.004
3552	"ENSG00000198721.12"	"ECI2"	chr6	-	4117307	4119275	4117307	4117451	4119185	4119275	3552	7,19	156,148	123,189	264,180	1809	75	1.66533453694e-15	7.89870961934e-15	0.002,0.005	0.019,0.042	-0.027
3553	"ENSG00000198721.12"	"ECI2"	chr6	-	4125249	4126237	4125249	4125370	4126134	4126237	3553	20,34	177,177	105,83	165,128	839	75	4.94049245958e-14	2.14003984601e-13	0.01,0.017	0.054,0.055	-0.041
3554	"ENSG00000173821.19"	"RNF213"	chr17	+	80381546	80383070	80381546	80381727	80382978	80383070	3554	28,2	10,19	117,92	0,6	1326	75	2.10045099425e-07	5.44929837775e-07	0.137,0.006	1.0,0.464	-0.66
3555	"ENSG00000173821.19"	"RNF213"	chr17	+	80388611	80389367	80388611	80388689	80389172	80389367	3555	10,10	22,26	4,2	6,8	558	75	0.746931735266	0.884133904832	0.058,0.049	0.082,0.033	-0.004
3556	"ENSG00000239779.6"	"WBP1"	chr2	+	74459437	74459745	74459437	74459552	74459642	74459745	3556	30,22	4,2	203,124	0,0	165	75	6.91478077856e-05	0.000143536647457	0.773,0.833	1.0,1.0	-0.197
3557	"ENSG00000239779.6"	"WBP1"	chr2	+	74459437	74459745	74459437	74459562	74459642	74459745	3557	29,20	4,1	190,111	12,15	155	75	0.756608543765	0.893719170305	0.778,0.906	0.885,0.782	0.009
3562	"ENSG00000178719.16"	"GRINA"	chr8	+	143991691	143992373	143991691	143991804	143991877	143992373	3562	17,13	163,180	3,22	157,146	148	75	0.806332482782	0.942419067942	0.05,0.035	0.01,0.071	0.002
3564	"ENSG00000178719.16"	"GRINA"	chr8	+	143991877	143992373	143991877	143991949	143992244	143992373	3564	498,392	1,0	485,360	0,0	370	75	1	1.0	0.99,1.0	1.0,1.0	-0.005
3565	"ENSG00000178719.16"	"GRINA"	chr8	+	143991877	143992373	143991877	143992078	143992244	143992373	3565	33,4	175,119	104,72	96,127	241	75	3.33066907388e-16	1.63453066111e-15	0.055,0.01	0.252,0.15	-0.169
3566	"ENSG00000164172.18"	"MOCS2"	chr5	-	53100410	53101509	53100410	53100487	53101358	53101509	3566	73,92	0,5	72,116	0,0	946	75	0.00103139812414	0.00185030535107	1.0,0.593	1.0,1.0	-0.204
3567	"ENSG00000164172.18"	"MOCS2"	chr5	-	53100410	53101509	53100410	53100534	53101358	53101509	3567	23,6	106,137	19,58	123,110	899	75	5.67697145387e-05	0.000119226932946	0.018,0.004	0.013,0.042	-0.017
3571	"ENSG00000131018.22"	"SYNE1"	chr6	-	152133275	152135232	152133275	152133488	152135103	152135232	3571	4,0	11,0	18,0	15,12	1690	75	1	1.0	0.016,NA	0.051,0.0	-0.009
3576	"ENSG00000173846.12"	"PLK3"	chr1	+	44802954	44803391	44802954	44803153	44803267	44803391	3576	1,0	4,10	0,16	12,0	189	75	0.00775365707224	0.0125328031496	0.09,0.0	0.0,1.0	-0.455
3577	"ENSG00000173846.12"	"PLK3"	chr1	+	44803599	44804024	44803599	44803691	44803930	44804024	3577	0,0	10,5	28,0	0,4	314	75	0.0042232110723	0.0070442165037	0.0,0.0	1.0,0.0	-0.5
3578	"ENSG00000173846.12"	"PLK3"	chr1	+	44804338	44804779	44804338	44804501	44804649	44804779	3578	2,6	1,0	21,0	0,4	223	75	0.0182000950469	0.0279292918117	0.402,1.0	1.0,0.0	0.201
3581	"ENSG00000125149.11"	"C16orf70"	chr16	+	67132445	67132911	67132445	67132525	67132816	67132911	3581	8,0	33,27	10,0	50,3	366	75	0.533295236388	0.65809252281	0.047,0.0	0.039,0.0	0.004
3582	"ENSG00000081059.19"	"TCF7"	chr5	+	134142720	134143100	134142720	134142883	134142992	134143100	3582	2,2	21,30	0,0	16,9	184	75	0.783357203268	0.920194072051	0.037,0.026	0.0,0.0	0.032
3584	"ENSG00000132640.14"	"BTBD3"	chr20	+	11917777	11918601	11917777	11918011	11918333	11918601	3584	11,7	8,4	12,13	0,0	397	75	5.99914451449e-09	1.77465982328e-08	0.206,0.248	1.0,1.0	-0.773
3590	"ENSG00000248098.11"	"BCKDHA"	chr19	+	41410636	41411009	41410636	41410816	41410922	41411009	3590	7,9	52,64	45,22	13,59	181	75	0.000336564380848	0.000645747252746	0.053,0.055	0.589,0.134	-0.307
3595	"ENSG00000105696.8"	"TMEM59L"	chr19	+	18618154	18618492	18618154	18618272	18618374	18618492	3595	0,1	21,16	2,19	7,11	177	75	1.72385790775e-06	4.12850596243e-06	0.0,0.026	0.108,0.423	-0.253
3596	"ENSG00000198563.13"	"DDX39B"	chr6	-	31532779	31535485	31532779	31532911	31535366	31535485	3596	3314,3315	567,657	25042,26467	347,273	2530	75	0	0.0	0.148,0.13	0.681,0.742	-0.573
3599	"ENSG00000161265.14"	"U2AF1L4"	chr19	-	35742528	35743904	35742528	35742803	35743808	35743904	3599	47,63	15,8	111,182	9,40	1080	75	0.365980696646	0.469716721772	0.179,0.354	0.461,0.24	-0.084
3600	"ENSG00000161265.14"	"U2AF1L4"	chr19	-	35744069	35744421	35744069	35744145	35744322	35744421	3600	27,17	10,2	69,65	17,37	252	75	0.393747661091	0.502505470524	0.446,0.717	0.547,0.343	0.136
3601	"ENSG00000161265.14"	"U2AF1L4"	chr19	-	35744322	35744738	35744322	35744421	35744625	35744738	3601	19,6	5,1	80,62	0,11	279	75	0.065480800293	0.0934339486534	0.505,0.617	1.0,0.602	-0.24
3602	"ENSG00000161265.14"	"U2AF1L4"	chr19	-	35744322	35745187	35744322	35744421	35745124	35745187	3602	56,28	5,0	188,203	0,0	778	75	0.000641904085572	0.00118344531737	0.519,1.0	1.0,1.0	-0.24
3603	"ENSG00000161265.14"	"U2AF1L4"	chr19	-	35744322	35745187	35744322	35744738	35745124	35745187	3603	32,15	4,4	86,113	7,0	461	75	0.00981036470004	0.0156413138598	0.566,0.379	0.667,1.0	-0.361
3605	"ENSG00000130724.8"	"CHMP2A"	chr19	-	58551565	58551967	58551565	58551776	58551905	58551967	3605	15,16	97,114	14,19	72,27	204	75	0.00855618461594	0.0137709966615	0.054,0.049	0.067,0.206	-0.085
3608	"ENSG00000143793.12"	"C1orf35"	chr1	-	228102079	228102382	228102079	228102165	228102309	228102382	3608	15,12	67,48	82,64	77,66	219	75	1.6396890512e-09	5.03926155464e-09	0.071,0.079	0.267,0.249	-0.183
3609	"ENSG00000143793.12"	"C1orf35"	chr1	-	228102309	228102560	228102309	228102382	228102477	228102560	3609	15,7	46,31	63,83	56,45	170	75	1.98767494686e-08	5.65812583364e-08	0.126,0.091	0.332,0.449	-0.282
3610	"ENSG00000092841.18"	"MYL6"	chr12	+	56158357	56158711	56158357	56158404	56158683	56158711	3610	121,196	2072,2203	161,98	1006,1039	354	75	7.33845471225e-05	0.000151867106659	0.012,0.019	0.033,0.02	-0.011
3611	"ENSG00000092841.18"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159586	56159730	3611	249,220	2404,2728	493,726	1156,1200	950	75	0	0.0	0.008,0.006	0.033,0.046	-0.033
3612	"ENSG00000092841.18"	"MYL6"	chr12	+	56158683	56159730	56158683	56158711	56159622	56159730	3612	1232,1497	1,1	1089,1338	0,0	986	75	1	1.0	0.989,0.991	1.0,1.0	-0.01
3613	"ENSG00000092841.18"	"MYL6"	chr12	+	56159586	56160148	56159586	56159622	56159974	56160148	3613	3024,3494	19,11	1617,1731	2,11	427	75	0.459535759189	0.5760736206	0.965,0.982	0.993,0.965	-0.005
3614	"ENSG00000092841.18"	"MYL6"	chr12	+	56159586	56160148	56159586	56159730	56159974	56160148	3614	129,89	1136,1130	108,202	481,454	319	75	0	0.0	0.026,0.018	0.05,0.095	-0.051
3616	"ENSG00000072121.15"	"ZFYVE26"	chr14	-	67761365	67762412	67761365	67761584	67762202	67762412	3616	7,7	36,25	4,3	3,7	693	75	0.214594648744	0.286013903899	0.021,0.029	0.126,0.044	-0.06
3617	"ENSG00000115942.8"	"ORC2"	chr2	-	200913294	200913992	200913294	200913413	200913930	200913992	3617	15,9	110,133	139,117	24,34	592	75	0	0.0	0.017,0.009	0.423,0.304	-0.35
3618	"ENSG00000007372.21"	"PAX6"	chr11	-	31790709	31793553	31790709	31790860	31793437	31793553	3618	13,29	25,30	92,178	68,31	2652	75	1.27061449018e-06	3.08214772047e-06	0.014,0.027	0.037,0.14	-0.068
3620	"ENSG00000007372.21"	"PAX6"	chr11	-	31800690	31801776	31800690	31800856	31801560	31801776	3620	13,11	21,52	95,108	17,53	779	75	1.37415634427e-11	4.91224731067e-11	0.056,0.02	0.35,0.164	-0.219
3629	"ENSG00000139613.11"	"SMARCC2"	chr12	-	56164302	56164731	56164302	56164368	56164647	56164731	3629	235,306	11,2	439,358	0,0	354	75	7.11354713168e-06	1.63227067967e-05	0.819,0.97	1.0,1.0	-0.106
3630	"ENSG00000139613.11"	"SMARCC2"	chr12	-	56178403	56178847	56178403	56178534	56178809	56178847	3630	27,14	110,128	85,175	29,52	350	75	0	0.0	0.05,0.023	0.386,0.419	-0.366
3631	"ENSG00000139613.11"	"SMARCC2"	chr12	-	56180976	56181597	56180976	56181101	56181481	56181597	3631	15,7	118,111	47,85	52,88	455	75	0	0.0	0.021,0.01	0.13,0.137	-0.118
3637	"ENSG00000039650.11"	"PNKP"	chr19	-	49861448	49861881	49861448	49861510	49861607	49861881	3637	10,9	9,9	71,108	30,28	172	75	0.00502278428428	0.00830042599972	0.326,0.304	0.508,0.627	-0.253
3638	"ENSG00000039650.11"	"PNKP"	chr19	-	49861448	49861881	49861448	49861510	49861771	49861881	3638	25,13	1,2	102,181	0,9	336	75	0.586838830458	0.717130143302	0.848,0.592	1.0,0.818	-0.189
3639	"ENSG00000039650.11"	"PNKP"	chr19	-	49861607	49861881	49861607	49861695	49861771	49861881	3639	11,0	10,13	21,55	11,63	151	75	0.0359075237561	0.0530643823654	0.353,0.0	0.487,0.302	-0.218
3640	"ENSG00000039650.11"	"PNKP"	chr19	-	49864178	49864403	49864178	49864236	49864323	49864403	3640	29,26	36,27	155,200	56,32	162	75	3.12245885148e-07	7.9668446729e-07	0.272,0.308	0.562,0.743	-0.363
3641	"ENSG00000115649.15"	"CNPPD1"	chr2	-	219174777	219175108	219174777	219174906	219174987	219175108	3641	6,1	42,58	30,10	39,15	156	75	5.49238543535e-10	1.75632212226e-09	0.064,0.008	0.27,0.243	-0.221
3642	"ENSG00000104872.10"	"PIH1D1"	chr19	-	49447826	49448010	49447826	49447908	49448000	49448010	3642	29,27	139,154	195,179	78,45	167	75	0	0.0	0.086,0.073	0.529,0.641	-0.505
3643	"ENSG00000196689.11"	"TRPV1"	chr17	-	3590963	3591353	3590963	3591116	3591186	3591353	3643	1,0	5,0	0,9	7,0	145	75	1	1.0	0.094,NA	0.0,1.0	-0.406
3644	"ENSG00000108788.11"	"MLX"	chr17	+	42568469	42568943	42568469	42568559	42568836	42568943	3644	16,0	65,83	71,107	50,57	352	75	0	0.0	0.05,0.0	0.232,0.286	-0.234
3645	"ENSG00000108788.11"	"MLX"	chr17	+	42569203	42569606	42569203	42569303	42569506	42569606	3645	14,7	92,77	64,71	45,56	278	75	0	0.0	0.039,0.024	0.277,0.255	-0.235
3646	"ENSG00000108788.11"	"MLX"	chr17	+	42569506	42570183	42569506	42569606	42569981	42570183	3646	1,13	123,181	86,91	58,50	450	75	0	0.0	0.001,0.012	0.198,0.233	-0.209
3649	"ENSG00000139531.12"	"SUOX"	chr12	+	56002211	56002720	56002211	56002271	56002542	56002720	3649	7,3	23,4	3,17	6,14	346	75	0.0460382481069	0.0670436923546	0.062,0.14	0.098,0.208	-0.052
3651	"ENSG00000120833.13"	"SOCS2"	chr12	+	93572684	93576206	93572684	93573036	93574721	93576206	3651	15,21	10,13	15,31	0,5	1760	75	0.0484386695002	0.0702981716336	0.06,0.064	1.0,0.209	-0.542
3652	"ENSG00000105227.14"	"PRX"	chr19	-	40393767	40398816	40393767	40397970	40398619	40398816	3652	15,13	5,5	2,2	0,0	724	75	6.92993597839e-07	1.71281387064e-06	0.237,0.212	1.0,1.0	-0.776
3654	"ENSG00000173171.14"	"MTX1"	chr1	+	155210547	155212219	155210547	155210627	155212126	155212219	3654	92,157	82,64	891,999	78,31	1574	75	1.1002310174e-13	4.57890261653e-13	0.051,0.105	0.352,0.606	-0.401
3656	"ENSG00000167552.13"	"TUBA1A"	chr12	-	49186309	49186833	49186309	49186458	49186610	49186833	3656	13,14	243,206	31,39	125,79	227	75	1.71229697088e-12	6.59292575182e-12	0.017,0.022	0.076,0.14	-0.089
3657	"ENSG00000104731.13"	"KLHDC4"	chr16	-	87755193	87756477	87755193	87755292	87756398	87756477	3657	8,10	25,33	22,88	24,38	1181	75	1.91887392642e-08	5.47604693624e-08	0.02,0.019	0.055,0.128	-0.072
3659	"ENSG00000104731.13"	"KLHDC4"	chr16	-	87755193	87756477	87755193	87755292	87756421	87756477	3659	12,14	0,3	27,93	0,0	1204	75	0.0045073755358	0.00748877070429	1.0,0.225	1.0,1.0	-0.387
3662	"ENSG00000103507.13"	"BCKDK"	chr16	+	31109672	31110124	31109672	31109783	31110076	31110124	3662	11,4	110,107	19,9	12,20	368	75	8.69295302408e-10	2.73598410285e-09	0.02,0.008	0.244,0.084	-0.15
3665	"ENSG00000103507.13"	"BCKDK"	chr16	+	31111868	31112567	31111868	31112027	31112120	31112567	3665	150,193	69,84	130,68	66,42	168	75	0.259232171742	0.340693674627	0.493,0.506	0.468,0.42	0.055
3666	"ENSG00000186141.8"	"POLR3C"	chr1	+	145826453	145826709	145826453	145826492	145826605	145826709	3666	203,171	7,19	148,116	7,31	188	75	0.177252853505	0.239154028805	0.92,0.782	0.894,0.599	0.105
3667	"ENSG00000129460.15"	"NGDN"	chr14	+	23475170	23475642	23475170	23475308	23475557	23475642	3667	9,23	76,62	53,45	121,132	324	75	0.024941382329	0.0376783515967	0.027,0.079	0.092,0.073	-0.029
3669	"ENSG00000129460.15"	"NGDN"	chr14	+	23477199	23477560	23477199	23477356	23477502	23477560	3669	10,9	58,59	63,77	69,57	221	75	4.26547686061e-13	1.71426738682e-12	0.055,0.049	0.237,0.314	-0.223
3670	"ENSG00000172345.13"	"STARD5"	chr15	-	81322407	81324141	81322407	81322540	81323801	81324141	3670	13,0	2,0	77,62	0,0	1336	75	1	1.0	0.267,NA	1.0,1.0	-0.733
3673	"ENSG00000130511.15"	"SSBP4"	chr19	+	18432558	18432735	18432558	18432604	18432699	18432735	3673	1,2	34,42	0,5	41,12	170	75	0.270660513307	0.354478636016	0.013,0.021	0.0,0.155	-0.06
3675	"ENSG00000132361.16"	"CLUH"	chr17	-	2693899	2694276	2693899	2694039	2694122	2694276	3675	16,28	110,157	25,20	126,117	158	75	0.641221719088	0.776600912276	0.065,0.078	0.086,0.075	-0.009
3676	"ENSG00000132300.18"	"PTCD3"	chr2	+	86130647	86131106	86130647	86130737	86131077	86131106	3676	1,17	85,107	90,122	71,29	415	75	0	0.0	0.002,0.028	0.186,0.432	-0.294
3677	"ENSG00000132300.18"	"PTCD3"	chr2	+	86133177	86133436	86133177	86133256	86133345	86133436	3677	8,5	98,127	99,103	139,161	164	75	0	0.0	0.036,0.018	0.246,0.226	-0.209
3678	"ENSG00000185787.14"	"MORF4L1"	chr15	+	78890988	78891572	78890988	78891014	78891483	78891572	3678	17,4	35,77	59,82	57,40	544	75	1.00808250636e-13	4.21606920148e-13	0.063,0.007	0.125,0.22	-0.137
3686	"ENSG00000197558.11"	"SSPO"	chr7	+	149826912	149827985	149826912	149826959	149827768	149827985	3686	0,12	2,0	37,0	0,0	884	75	1	1.0	0.0,1.0	1.0,NA	-0.5
3688	"ENSG00000203965.12"	"EFCAB7"	chr1	+	63568309	63571128	63568309	63568519	63571020	63571128	3688	3,0	23,14	110,87	17,3	2576	75	5.77315972805e-15	2.67836754596e-14	0.004,0.0	0.159,0.458	-0.306
3689	"ENSG00000197102.10"	"DYNC1H1"	chr14	+	102049439	102049882	102049439	102049582	102049713	102049882	3689	30,33	265,314	30,6	97,132	206	75	0.19742038085	0.264577590121	0.04,0.037	0.101,0.016	-0.02
3694	"ENSG00000174744.13"	"BRMS1"	chr11	-	66338242	66338785	66338242	66338282	66338720	66338785	3694	5,2	108,111	24,8	55,51	513	75	3.39907537894e-07	8.64016466084e-07	0.007,0.003	0.06,0.022	-0.036
3695	"ENSG00000174744.13"	"BRMS1"	chr11	-	66340773	66341046	66340773	66340870	66340966	66341046	3695	6,20	137,113	5,10	63,48	171	75	0.652475893549	0.788824540581	0.019,0.072	0.034,0.084	-0.014
3696	"ENSG00000174744.13"	"BRMS1"	chr11	-	66340773	66341333	66340773	66341046	66341205	66341333	3696	9,28	136,150	42,35	91,68	234	75	2.00813674578e-08	5.70680534617e-08	0.021,0.056	0.129,0.142	-0.097
3697	"ENSG00000083838.15"	"ZNF446"	chr19	+	58479642	58480019	58479642	58479727	58479929	58480019	3697	40,5	5,28	61,81	0,2	277	75	7.95067108705e-07	1.95231229296e-06	0.684,0.046	1.0,0.916	-0.593
3702	"ENSG00000139620.12"	"KANSL2"	chr12	-	48681381	48682225	48681381	48681641	48682186	48682225	3702	0,0	11,5	17,0	22,5	620	75	0.000330627256707	0.000634714620564	0.0,0.0	0.085,0.0	-0.043
3703	"ENSG00000148334.14"	"PTGES2"	chr9	-	128122361	128123134	128122361	128122479	128122933	128123134	3703	81,57	122,102	268,355	73,83	529	75	0	0.0	0.086,0.073	0.342,0.377	-0.28
3704	"ENSG00000148334.14"	"PTGES2"	chr9	-	128122361	128123134	128122361	128122646	128122933	128123134	3704	41,23	1,4	165,196	13,0	362	75	0.332165072842	0.429236144357	0.895,0.544	0.724,1.0	-0.142
3705	"ENSG00000148334.14"	"PTGES2"	chr9	-	128125243	128125441	128125243	128125283	128125375	128125441	3705	194,244	3,0	249,162	0,0	167	75	0.943019310179	1.0	0.967,1.0	1.0,1.0	-0.016
3706	"ENSG00000092439.13"	"TRPM7"	chr15	-	50575723	50575919	50575723	50575789	50575868	50575919	3706	0,0	19,22	21,18	30,0	154	75	1.00695126237e-07	2.69472536407e-07	0.0,0.0	0.254,1.0	-0.627
3708	"ENSG00000149823.8"	"VPS51"	chr11	+	65107580	65108022	65107580	65107727	65107802	65108022	3708	14,8	40,13	20,30	30,43	150	75	0.11414056261	0.158536339723	0.149,0.235	0.25,0.259	-0.063
3709	"ENSG00000149823.8"	"VPS51"	chr11	+	65109704	65110603	65109704	65109923	65110481	65110603	3709	27,20	112,76	127,150	61,89	633	75	0	0.0	0.028,0.03	0.198,0.166	-0.153
3710	"ENSG00000129353.14"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10634973	10635073	3710	2,8	62,61	8,11	10,36	161	75	0.000204746879138	0.000403524867049	0.015,0.058	0.271,0.125	-0.162
3711	"ENSG00000129353.14"	"SLC44A2"	chr19	+	10635162	10635515	10635162	10635255	10635430	10635515	3711	10,17	51,56	36,0	22,0	250	75	1	1.0	0.056,0.083	0.329,NA	-0.26
3712	"ENSG00000203875.10"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677868	85677953	85678032	3712	167,117	1,7	185,203	11,0	160	75	0.865507362604	1.0	0.987,0.887	0.887,1.0	-0.006
